price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
13.99,55.0,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,"2,767",4.6,Melissa Hartwig Urban,Hardcover,2017.0,Non Fiction
11.29,56.0,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2017.0,Non Fiction
7.53,57.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2017.0,Non Fiction
12.7,58.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2017.0,Non Fiction
12.06,59.0,The Glass Castle: A Memoir (book),"19,007",4.6,Jeannette Walls,Paperback,2017.0,Non Fiction
6.79,60.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2017.0,Non Fiction
12.49,61.0,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,"2,494",4.7,Oprah Winfrey,Hardcover,2017.0,Non Fiction
5.72,62.0,P is for Potty! (Sesame Street) (Lift-the-Flap),"28,308",4.7,Naomi Kleinberg,Board book,2017.0,Non Fiction
12.75,63.0,The Rooster Bar,"15,394",4.2,John Grisham,Hardcover,2017.0,Fiction
8.14,64.0,The Giving Tree,"27,476",4.9,Shel Silverstein,Hardcover,2017.0,Fiction
10.4,65.0,She Persisted: 13 American Women Who Changed the World,"3,262",4.8,Chelsea Clinton,Hardcover,2017.0,Non Fiction
6.38,66.0,On Tyranny: Twenty Lessons from the Twentieth Century,"20,340",4.7,Timothy Snyder,Paperback,2017.0,Non Fiction
13.29,67.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2017.0,Fiction
8.29,68.0,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2017.0,Fiction
13.49,69.0,Camino Island: A Novel,"23,620",4.3,John Grisham,Hardcover,2017.0,Fiction
11.34,70.0,Turtles All the Way Down,"11,381",4.6,John Green,Hardcover,2017.0,Fiction
6.92,71.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2017.0,Non Fiction
4.98,72.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2017.0,Fiction
16.05,73.0,"The Pioneer Woman Cooksâ€•Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives","4,803",4.8,Ree Drummond,Hardcover,2017.0,Non Fiction
8.55,74.0,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2017.0,Non Fiction
4.98,75.0,Where Is Baby's Belly Button? A Lift-the-Flap Book,"12,738",4.8,Karen Katz,Board book,2017.0,Non Fiction
19.95,76.0,Grant,"8,610",4.8,Ron Chernow,Hardcover,2017.0,Non Fiction
22.49,78.0,Sapiens: A Brief History of Humankind,"65,787",4.6,Yuval Noah Harari,Hardcover,2017.0,Non Fiction
14.29,79.0,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,269",4.7,Benjamin Graham,Paperback,2017.0,Non Fiction
13.79,80.0,"""The Plant Paradox: The Hidden Dangers in """"Healthy"""" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)""","14,283",4.4,Dr. Steven R Gundry MD,Hardcover,2017,Non Fiction
12.11,81.0,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)","8,856",4.8,Rick Riordan,Hardcover,2017.0,Fiction
8.49,82.0,"Everything, Everything","6,977",4.7,Nicola Yoon,Paperback,2017.0,Fiction
12.87,83.0,Start with Why: How Great Leaders Inspire Everyone to Take Action,"25,652",4.6,Simon Sinek,Paperback,2017.0,Non Fiction
15.1,84.0,Norse Mythology,"16,852",4.7,Neil Gaiman,Hardcover,2017.0,Fiction
13.46,85.0,Beneath a Scarlet Sky: A Novel,"66,012",4.7,Mark Sullivan,Paperback,2017.0,Fiction
1.17,86.0,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),"17,069",4.9,Dav Pilkey,Hardcover,2017.0,Fiction
10.05,87.0,Lilac Girls: A Novel (Woolsey-Ferriday),"14,875",4.6,Martha Hall Kelly,Paperback,2017.0,Fiction
21.99,88.0,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","21,527",4.9,J.K. Rowling,Hardcover,2017.0,Fiction
11.21,89.0,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)","7,021",4.8,Rick Riordan,Hardcover,2017.0,Fiction
12.97,90.0,"Al Franken, Giant of the Senate","3,872",4.7,Al Franken,Hardcover,2017.0,Non Fiction
16.29,91.0,Principles: Life and Work,"12,018",4.6,Ray Dalio,Hardcover,2017.0,Non Fiction
9.87,92.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,620",4.8,Brené Brown,Paperback,2017.0,Non Fiction
6.98,93.0,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2017.0,Non Fiction
18.59,94.0,Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,"5,158",4.7,Scholastic,Paperback,2017.0,Fiction
9.05,95.0,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2017.0,Non Fiction
11.88,96.0,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2017.0,Non Fiction
8.95,97.0,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2017.0,Fiction
38.86,98.0,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2017.0,Fiction
15.7,99.0,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),"5,682",4.8,Bill O'Reilly,Hardcover,2017.0,Non Fiction
12.18,100.0,"Rosie Revere, Engineer (The Questioneers)","6,386",4.9,Andrea Beaty,Hardcover,2017.0,Non Fiction
16.5,1.0,Becoming,"123,276",4.8,Michelle Obama,Hardcover,2018.0,Non Fiction
11.51,2.0,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","27,338",4.6,Rachel Hollis,Hardcover,2018.0,Non Fiction
5.28,3.0,The Wonky Donkey,"74,725",4.8,Craig Smith,Paperback,2018.0,Fiction
9.29,4.0,Fire and Fury: Inside the Trump White House,"17,292",4.2,Michael Wolff,Hardcover,2018.0,Non Fiction
27.59,5.0,Fear: Trump in the White House,"10,319",4.5,Bob Woodward,Hardcover,2018.0,Non Fiction
16.99,6.0,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrenâ€™s Book)","15,015",4.9,Jill Twiss,Hardcover,2018.0,Fiction
18.14,7.0,12 Rules for Life: An Antidote to Chaos,"58,074",4.8,Jordan B. Peterson,Hardcover,2018.0,Non Fiction
16.59,8.0,Magnolia Table,"32,326",4.8,Joanna Gaines,Hardcover,2018.0,Non Fiction
13.49,9.0,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,"9,935",4.6,The Staff of The Late Show with Stephen Colbert,Hardcover,2018.0,Non Fiction
14.35,10.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2018.0,Non Fiction
6.15,11.0,"A Higher Loyalty: Truth, Lies, and Leadership","8,326",4.7,James Comey,Hardcover,2018.0,Non Fiction
6.98,12.0,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2018.0,Non Fiction
11.63,13.0,Diary of a Wimpy Kid #13: Meltdown,"20,281",4.8,Jeff Kinney,Hardcover,2018.0,Fiction
7.57,14.0,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2018.0,Non Fiction
4.78,15.0,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2018.0,Non Fiction
9.17,16.0,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),"15,744",4.9,Dav Pilkey,Hardcover,2018.0,Fiction
13.0,17.0,Educated: A Memoir,"69,406",4.7,Tara Westover,Hardcover,2018.0,Non Fiction
8.45,18.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2018.0,Non Fiction
6.9,20.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2018.0,Fiction
22.95,21.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),"45,713",4.9,Dungeons & Dragons,Hardcover,2018.0,Non Fiction
20.79,22.0,Homebody: A Guide to Creating Spaces You Never Want to Leave,"10,966",4.8,Joanna Gaines,Hardcover,2018.0,Non Fiction
4.93,23.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2018.0,Fiction
7.89,24.0,Crazy Rich Asians (Crazy Rich Asians Trilogy),"11,395",4.4,Kevin Kwan,Paperback,2018.0,Fiction
10.4,25.0,The Hate U Give,"25,140",4.8,Angie Thomas,Hardcover,2018.0,Fiction
8.97,26.0,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2018.0,Non Fiction
7.74,27.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2018.0,Non Fiction
8.55,28.0,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2018.0,Fiction
5.72,29.0,P is for Potty! (Sesame Street) (Lift-the-Flap),"28,308",4.7,Naomi Kleinberg,Board book,2018.0,Non Fiction
4.98,30.0,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2018.0,Fiction
6.99,31.0,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"20,363",4.5,Paper Peony Press,Paperback,2018.0,Non Fiction
24.29,32.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2018.0,Non Fiction
5.0,33.0,Dear Zoo: A Lift-the-Flap Book,"26,369",4.8,Rod Campbell,Board book,2018.0,Fiction
8.48,34.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2018.0,Fiction
9.99,35.0,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),"15,853",4.9,Dav Pilkey,Hardcover,2018.0,Fiction
5.36,36.0,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2018.0,Fiction
16.65,37.0,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,620",4.8,Samin Nosrat,Hardcover,2018.0,Non Fiction
8.49,38.0,A Wrinkle in Time (Time Quintet),"12,524",4.6,Madeleine L'Engle,Paperback,2018.0,Fiction
10.5,39.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2018.0,Non Fiction
9.99,40.0,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),"18,456",4.9,Dav Pilkey,Hardcover,2018.0,Fiction
8.7,41.0,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,"13,295",4.4,Jennifer Smith,Paperback,2018.0,Non Fiction
7.38,42.0,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2018.0,Non Fiction
12.75,43.0,Little Fires Everywhere,"56,899",4.5,Celeste Ng,Hardcover,2018.0,Fiction
8.99,44.0,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),"7,513",4.8,Anthony Bourdain,Paperback,2018.0,Non Fiction
14.75,45.0,The President Is Missing: A Novel,"23,987",4.4,James Patterson,Hardcover,2018.0,Fiction
5.99,46.0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2018.0,Non Fiction
20.49,47.0,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)","8,375",4.4,Dr. Steven R Gundry  MD,Hardcover,2018.0,Non Fiction
11.0,48.0,Ready Player One: A Novel,"45,965",4.7,Ernest Cline,Paperback,2018.0,Fiction
8.29,49.0,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2018.0,Fiction
12.5,50.0,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,"6,919",4.8,Tucker Carlson,Hardcover,2018.0,Non Fiction
13.29,51.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2018.0,Fiction
9.67,52.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2018.0,Fiction
7.19,53.0,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2018.0,Fiction
14.68,54.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,"15,544",4.6,Melissa Hartwig Urban,Hardcover,2018.0,Non Fiction
11.29,55.0,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,"6,586",4.8,Bob Goff,Paperback,2018.0,Non Fiction
12.63,56.0,Before We Were Yours: A Novel,"41,193",4.7,Lisa Wingate,Hardcover,2018.0,Fiction
15.4,57.0,The Reckoning: A Novel,"21,594",4.2,John Grisham,Hardcover,2018.0,Fiction
4.55,58.0,"Brown Bear, Brown Bear, What Do You See?","47,194",4.9,Bill Martin Jr.,Board book,2018.0,Fiction
13.46,59.0,Beneath a Scarlet Sky: A Novel,"66,012",4.7,Mark Sullivan,Paperback,2018.0,Fiction
12.7,60.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2018.0,Non Fiction
16.29,61.0,Principles: Life and Work,"12,018",4.6,Ray Dalio,Hardcover,2018.0,Non Fiction
9.49,62.0,Astrophysics for People in a Hurry,"20,795",4.7,Neil deGrasse Tyson,Hardcover,2018.0,Non Fiction
4.99,63.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2018.0,Non Fiction
21.99,64.0,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease","10,982",4.7,Anthony William,Hardcover,2018.0,Non Fiction
12.97,65.0,The Official SAT Study Guide,"2,345",4.5,The College Board,Paperback,2018.0,Non Fiction
4.99,66.0,Calm the F*ck Down: An Irreverent Adult Coloring Book,"21,068",4.6,Sasha O'Hara,Paperback,2018.0,Non Fiction
9.48,67.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2018.0,Non Fiction
14.89,68.0,The Outsider: A Novel,"25,395",4.6,Stephen King,Hardcover,2018.0,Fiction
12.39,69.0,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Hardcover,2018.0,Fiction
27.97,70.0,D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook),"26,151",4.9,Wizards RPG,Hardcover,2018.0,Fiction
15.5,71.0,Sapiens: A Brief History of Humankind,"65,838",4.6,Yuval Harari,Paperback,2018.0,Non Fiction
4.98,72.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2018.0,Fiction
8.95,73.0,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2018.0,Fiction
14.18,74.0,The Woman in the Window: A Novel,"38,250",4.4,A. J. Finn,Hardcover,2018.0,Fiction
26.9,75.0,D&D Monster Manual (Dungeons & Dragons Core Rulebook),"22,559",4.9,Wizards RPG,Hardcover,2018.0,Fiction
15.9,76.0,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,"9,484",4.6,Suzanne Ryan,Paperback,2018.0,Non Fiction
18.29,77.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2018.0,Non Fiction
14.49,78.0,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),"26,082",4.8,Jocko Willink,Hardcover,2018.0,Non Fiction
14.35,79.0,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,"4,750",4.8,Gregg Jarrett,Hardcover,2018.0,Non Fiction
4.99,80.0,How to Draw 101 Animals (1),"24,653",4.7,Dan Green,Paperback,2018.0,Non Fiction
9.0,81.0,The Sun and Her Flowers,"16,958",4.8,Rupi Kaur,Paperback,2018.0,Non Fiction
8.32,82.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"28,111",4.5,Marie Kondō,Hardcover,2018.0,Non Fiction
8.94,83.0,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","15,796",4.4,Jen Fisch,Paperback,2018.0,Non Fiction
7.0,84.0,Where Do Diggers Sleep at Night? (Where Do...Series),"13,755",4.8,Brianna Caplan Sayres,Board book,2018.0,Fiction
17.99,85.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2018.0,Non Fiction
15.74,86.0,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits","4,743",4.7,Reese Witherspoon,Hardcover,2018.0,Non Fiction
18.5,87.0,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),"53,306",4.7,Viktor E. Frankl,Paperback,2018.0,Non Fiction
14.4,88.0,The Great Alone: A Novel,"44,690",4.7,Kristin Hannah,Hardcover,2018.0,Fiction
11.88,89.0,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2018.0,Non Fiction
14.42,90.0,Cravings: Hungry for More: A Cookbook,"6,748",4.8,Chrissy Teigen,Hardcover,2018.0,Non Fiction
14.35,91.0,The Handmaid's Tale,"60,681",4.4,Margaret Atwood,Paperback,2018.0,Fiction
6.92,92.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2018.0,Non Fiction
6.79,93.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2018.0,Fiction
11.4,94.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2018.0,Non Fiction
10.99,95.0,"Gmorning, Gnight!: Little Pep Talks for Me & You","4,789",4.8,Lin-Manuel Miranda,Hardcover,2018.0,Non Fiction
8.99,96.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Mass Market Paperback,2018.0,Non Fiction
11.58,97.0,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,"29,897",4.7,Admiral William H. McRaven,Hardcover,2018.0,Non Fiction
38.86,98.0,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2018.0,Fiction
32.99,99.0,Xanathar's Guide to Everything (Dungeons & Dragons),"20,036",4.9,Dungeons & Dragons,Hardcover,2018.0,Fiction
12.39,1.0,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Hardcover,2019.0,Fiction
16.5,2.0,Becoming,"123,276",4.8,Michelle Obama,Hardcover,2019.0,Non Fiction
13.0,3.0,Educated: A Memoir,"69,406",4.7,Tara Westover,Hardcover,2019.0,Non Fiction
6.43,4.0,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),"23,639",4.9,Dav Pilkey,Hardcover,2019.0,Fiction
11.51,5.0,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","27,338",4.6,Rachel Hollis,Hardcover,2019.0,Non Fiction
7.76,6.0,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),"27,986",4.9,Dav Pilkey,Hardcover,2019.0,Fiction
8.96,7.0,Wrecking Ball (Diary of a Wimpy Kid Book 14),"18,630",4.9,Jeff Kinney,Hardcover,2019.0,Fiction
8.55,8.0,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2019.0,Fiction
5.99,9.0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2019.0,Non Fiction
7.57,10.0,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2019.0,Non Fiction
9.98,11.0,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","14,255",4.6,Rachel Hollis,Hardcover,2019.0,Non Fiction
5.28,12.0,The Wonky Donkey,"74,725",4.8,Craig Smith,Paperback,2019.0,Fiction
14.35,13.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2019.0,Non Fiction
5.99,14.0,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,840",4.6,M Prefontaine,Paperback,2019.0,Non Fiction
16.65,15.0,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,620",4.8,Samin Nosrat,Hardcover,2019.0,Non Fiction
4.93,16.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2019.0,Fiction
11.89,17.0,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,169",4.8,Adir Levy,Hardcover,2019.0,Fiction
23.55,18.0,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,"17,297",4.8,Lysa TerKeurst,Hardcover,2019.0,Non Fiction
6.99,19.0,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,091",4.8,Hopscotch Girls,Paperback,2019.0,Non Fiction
7.74,20.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2019.0,Non Fiction
12.99,21.0,Unfreedom of the Press,"9,263",4.9,Mark R. Levin,Hardcover,2019.0,Non Fiction
9.99,22.0,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),"18,456",4.9,Dav Pilkey,Hardcover,2019.0,Fiction
6.9,23.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2019.0,Fiction
4.14,24.0,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2019.0,Fiction
8.48,25.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2019.0,Fiction
17.51,26.0,Howard Stern Comes Again,"7,960",4.5,Howard Stern,Hardcover,2019.0,Non Fiction
5.9,27.0,Guts: A Graphic Novel,"13,983",4.8,Raina Telgemeier,Paperback,2019.0,Non Fiction
8.32,28.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"28,111",4.5,Marie Kondō,Hardcover,2019.0,Non Fiction
21.52,29.0,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)","24,882",4.9,J. K. Rowling,Hardcover,2019.0,Fiction
8.72,30.0,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),"17,839",4.8,Amy Shields,Hardcover,2019.0,Non Fiction
8.7,31.0,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,"13,295",4.4,Jennifer Smith,Paperback,2019.0,Non Fiction
11.4,32.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2019.0,Non Fiction
6.99,33.0,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,"27,801",4.6,Pretty Simple Press,Paperback,2019.0,Non Fiction
5.36,34.0,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2019.0,Fiction
6.98,35.0,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2019.0,Non Fiction
4.99,36.0,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),"20,061",4.8,Silly Bear,Paperback,2019.0,Non Fiction
9.25,37.0,Strange Planet (Strange Planet Series),"16,341",4.9,Nathan W. Pyle,Hardcover,2019.0,Fiction
22.95,38.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),"45,713",4.9,Dungeons & Dragons,Hardcover,2019.0,Fiction
12.99,39.0,The Silent Patient,"135,163",4.5,Alex Michaelides,Hardcover,2019.0,Fiction
11.97,40.0,"5,000 Awesome Facts (About Everything!)","19,088",4.8,National Kids,Hardcover,2019.0,Non Fiction
7.19,41.0,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2019.0,Fiction
8.45,42.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2019.0,Non Fiction
12.98,43.0,"National Geographic Kids Why?: Over 1,111 Answers to Everything","12,922",4.8,Crispin Boyer,Hardcover,2019.0,Non Fiction
20.35,44.0,Can't Hurt Me: Master Your Mind and Defy the Odds,"60,784",4.8,David Goggins,Hardcover,2019.0,Non Fiction
13.73,45.0,The Guardians: A Novel,"35,843",4.5,John Grisham,Hardcover,2019.0,Fiction
5.72,46.0,P is for Potty! (Sesame Street) (Lift-the-Flap),"28,308",4.7,Naomi Kleinberg,Board book,2019.0,Non Fiction
11.88,47.0,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2019.0,Non Fiction
4.55,48.0,"Brown Bear, Brown Bear, What Do You See?","47,194",4.9,Bill Martin Jr.,Board book,2019.0,Fiction
9.99,49.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"30,623",4.7,Dinah Bucholz,Hardcover,2019.0,Fiction
9.63,50.0,The Mueller Report,"4,086",4.5,The Washington Post,Paperback,2019.0,Non Fiction
13.49,51.0,Zen as F*ck (Zen as F*ck Journals),"23,862",4.7,Monica Sweeney,Paperback,2019.0,Non Fiction
8.99,52.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Mass Market Paperback,2019.0,Non Fiction
14.67,53.0,The Institute: A Novel,"33,465",4.7,Stephen King,Hardcover,2019.0,Fiction
14.99,54.0,The Testaments: The Sequel to The Handmaid's Tale,"30,465",4.6,Margaret Atwood,Hardcover,2019.0,Fiction
17.07,55.0,Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters,"20,986",4.8,Scholastic,Paperback,2019.0,Non Fiction
6.99,56.0,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"20,363",4.5,Paper Peony Press,Paperback,2019.0,Non Fiction
2.99,57.0,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards","49,404",4.8,Brighter Child,Cards,2019.0,Non Fiction
